"reporting_area","mmwr_year","mmwr_week","gonorrhea_current_week","gonorrhea_current_week_flag","gonorrhea_previous_52_weeks_max","gonorrhea_previous_52_weeks_max_flag","gonorrhea_cum_2019","gonorrhea_cum_2019_flag","gonorrhea_cum_2018","gonorrhea_cum_2018_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_current_week","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_current_week_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_previous_52_weeks_max","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_previous_52_weeks_max_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2019","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2019_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2018","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2018_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_current_week","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_current_week_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_previous_52_weeks_max","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_previous_52_weeks_max_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2019","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2019_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2018","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2018_flag","location_1","location_2"
"MICHIGAN","2019","8","127",,"449",,"1911",,"2232",,,"-","6",,"12",,"40",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.66399, -84.711206)",
"WISCONSIN","2019","8","106",,"200",,"1147",,"1075",,,"-","6",,"8",,"15",,,"-","1",,,"-",,"-","
, WISCONSIN 
(44.395526, -89.834513)",
"ARKANSAS","2019","8",,"-","164",,"266",,"1060",,,"-","8",,"8",,"8",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.748745, -92.275105)",
"MONTANA","2019","8","19",,"36",,"181",,"156",,,"-","2",,"5",,"4",,,"-","1",,,"-",,"-","
, MONTANA 
(47.062617, -109.430168)",
"INDIANA","2019","8",,"-","320",,"697",,"1789",,,"-","7",,"23",,"35",,,"-","2",,,"-",,"-","
, INDIANA 
(39.76845, -86.156212)",
"UTAH","2019","8","34",,"81",,"380",,"400",,,"-","3",,"8",,"11",,,"-","0",,,"-",,"-","
, UTAH 
(39.359772, -111.584173)",
"MISSOURI","2019","8","221",,"389",,"2330",,"2257",,"2",,"8",,"25",,"38",,,"-","0",,,"-",,"-","
, MISSOURI 
(38.636168, -92.566292)",
"PUERTO RICO","2019","8",,"-","19",,"32",,"76",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"WASHINGTON","2019","8","138",,"230",,"1230",,"1157",,,"-","2",,,"-","3",,,"-","1",,,"-","1",,"
, WASHINGTON 
(47.517368, -120.467672)",
"MASSACHUSETTS","2019","8",,"-","190",,"698",,"1261",,,"-","7",,"16",,"23",,,"-","1",,,"-",,"-","
, MASSACHUSETTS 
(42.268546, -72.085064)",
"LOUISIANA","2019","8","54",,"290",,"1255",,"1608",,,"-","7",,"12",,"22",,,"-","0",,,"-",,"-","
, LOUISIANA 
(31.2931, -92.463284)",
"TENNESSEE","2019","8","52",,"398",,"1340",,"1947",,,"-","9",,"21",,"40",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.681402, -85.774444)",
"MAINE","2019","8","2",,"25",,"81",,"102",,"1",,"3",,"5",,"7",,,"-","0",,,"-",,"-","
, MAINE 
(45.252223, -68.986647)",
"OHIO","2019","8","222",,"592",,"3482",,"3572",,"3",,"14",,"57",,"47",,,"-","1",,,"-",,"-","
, OHIO 
(40.056807, -82.405897)",
"ARIZONA","2019","8","39",,"306",,"1638",,"1865",,"5",,"6",,"35",,"32",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.869712, -111.760902)",
"IOWA","2019","8","19",,"120",,"744",,"655",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, IOWA 
(42.46942, -93.815856)",
"NORTH CAROLINA","2019","8",,"-","529",,"1458",,"3486",,,"-","7",,"22",,"41",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.47995, -79.180571)",
"COLORADO","2019","8","170",,"270",,"1303",,"1259",,"3",,"5",,"22",,"22",,,"-","1",,,"-",,"-","
, COLORADO 
(38.841772, -106.132562)",
"KENTUCKY","2019","8",,"-","215",,,"-","439",,,"-","7",,"13",,"23",,,"-","1",,,"-",,"-","
, KENTUCKY 
(37.64591, -84.774043)",
"ILLINOIS","2019","8","28",,"579",,"1173",,"3644",,,"-","11",,"20",,"34",,,"-","2",,,"-",,"-","
, ILLINOIS 
(40.477092, -88.993221)",
"RHODE ISLAND","2019","8",,"-","133",,"33",,"95",,"1",,"4",,"5",,"1",,,"-","1",,,"-",,"-","
, RHODE ISLAND 
(41.707447, -71.522488)",
"WYOMING","2019","8",,"-","11",,"43",,"59",,,"-","1",,,"-","1",,,"-","0",,,"-",,"-","
, WYOMING 
(43.23558, -108.110518)",
"NORTHERN MARIANA ISLANDS","2019","8",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"SOUTH CAROLINA","2019","8",,"-","603",,,"-","2806",,,"-","6",,"8",,"25",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(34.009286, -81.037094)",
"KANSAS","2019","8","28",,"131",,"672",,"719",,,"-","2",,,"-","4",,,"-","0",,,"-",,"-","
, KANSAS 
(38.345528, -98.201847)",
"OREGON","2019","8","108",,"158",,"859",,"893",,,"-","7",,"15",,"20",,,"-","0",,,"-",,"-","
, OREGON 
(44.567912, -120.156945)",
"NEBRASKA","2019","8","16",,"106",,"302",,"405",,,"-","3",,"5",,"4",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.640503, -99.367122)",
"NEW HAMPSHIRE","2019","8","2",,"23",,"76",,"91",,,"-","3",,"5",,"10",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.657736, -71.500736)",
"OKLAHOMA","2019","8","16",,"167",,"711",,"1088",,"4",,"8",,"15",,"11",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.468494, -97.521264)",
"NEVADA","2019","8",,"-","157",,"23",,"887",,,"-","5",,"5",,"6",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"CALIFORNIA","2019","8","144",,"1786",,"10715",,"11966",,,"-","3",,"2",,"10",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.640735, -121.002435)",
"TEXAS","2019","8",,"-","1070",,,"-","7260",,"7",,"44",,"54",,"67",,,"-","1",,"1",,,"-","
, TEXAS 
(31.827233, -99.423022)",
"VERMONT","2019","8",,"-","11",,"1",,"10",,,"-","3",,"1",,"3",,,"-","0",,,"-",,"-","
, VERMONT 
(43.622479, -72.51927)",
"NEW YORK","2019","8","190",,"419",,"1369",,"1498",,"6",,"16",,"40",,"29",,,"-","1",,,"-",,"-","
, NEW YORK 
(42.826892, -75.544286)",
"PENNSYLVANIA","2019","8","215",,"552",,"2216",,"3272",,"2",,"12",,"44",,"46",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.789676, -77.858055)",
"U.S. VIRGIN ISLANDS","2019","8",,"-","4",,,"-","6",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"ALABAMA","2019","8",,"-","389",,"1339",,"1843",,,"-","6",,"17",,"25",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.839182, -86.631125)",
"GUAM","2019","8",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"US RESIDENTS","2019","9","3216",,"12340",,"62821",,"95267",,"69",,"173",,"868",,"1127",,,"-","3",,"1",,"3",,,"
, US RESIDENTS "
"NEW ENGLAND","2019","9","31",,"289",,"950",,"1737",,"2",,"12",,"38",,"56",,,"-","1",,,"-","1",,,"
, NEW ENGLAND "
"MIDDLE ATLANTIC","2019","9","641",,"1644",,"9379",,"10674",,"13",,"27",,"131",,"156",,,"-","1",,,"-",,"-","
, MIDDLE ATLANTIC ",
"NEW YORK CITY","2019","9","206",,"690",,"4228",,"3875",,"4",,"8",,"23",,"31",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"EAST NORTH CENTRAL","2019","9","448",,"1992",,"9632",,"13740",,"3",,"33",,"131",,"183",,,"-","2",,,"-",,"-",,"
, EAST NORTH CENTRAL "
"WEST NORTH CENTRAL","2019","9","320",,"906",,"5230",,"6392",,"2",,"9",,"43",,"61",,,"-","1",,,"-",,"-",,"
, WEST NORTH CENTRAL "
"SOUTH ATLANTIC","2019","9","858",,"2563",,"11591",,"20958",,"19",,"36",,"207",,"280",,,"-","1",,,"-",,"-",,"
, SOUTH ATLANTIC "
"EAST SOUTH CENTRAL","2019","9","106",,"1011",,"4029",,"6442",,"6",,"17",,"78",,"114",,,"-","1",,,"-",,"-",,"
, EAST SOUTH CENTRAL "
"WEST SOUTH CENTRAL","2019","9","101",,"1605",,"2654",,"12407",,"9",,"57",,"101",,"125",,,"-","1",,"1",,,"-",,"
, WEST SOUTH CENTRAL "
"MOUNTAIN","2019","9","303",,"890",,"4947",,"6248",,"13",,"16",,"110",,"101",,,"-","1",,,"-","1",,,"
, MOUNTAIN "
"PACIFIC","2019","9","408",,"2115",,"14409",,"16669",,"2",,"8",,"29",,"51",,,"-","1",,,"-","1",,,"
, PACIFIC "
"US TERRITORIES","2019","9",,"-","19",,"39",,"92",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, US TERRITORIES "
"AMERICAN SAMOA","2019","9",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"NON-US RESIDENTS","2019","9",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"TOTAL","2019","9","3216",,"12352",,"62860",,"95359",,"69",,"173",,"868",,"1127",,,"-","3",,"1",,"3",,,"
, TOTAL "
"KANSAS","2019","9","35",,"131",,"753",,"818",,,"-","2",,,"-","6",,,"-","0",,,"-",,"-","
, KANSAS 
(38.345528, -98.201847)",
"RHODE ISLAND","2019","9","24",,"136",,"78",,"111",,,"-","4",,"5",,"1",,,"-","1",,,"-",,"-","
, RHODE ISLAND 
(41.707447, -71.522488)",
"UTAH","2019","9","34",,"81",,"423",,"449",,,"-","3",,"8",,"12",,,"-","0",,,"-",,"-","
, UTAH 
(39.359772, -111.584173)",
"NEW HAMPSHIRE","2019","9","1",,"23",,"78",,"104",,,"-","3",,"6",,"10",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.657736, -71.500736)",
"TEXAS","2019","9",,"-","1070",,,"-","8157",,"4",,"44",,"59",,"78",,,"-","1",,"1",,,"-","
, TEXAS 
(31.827233, -99.423022)",
"FLORIDA","2019","9","385",,"770",,"5030",,"5101",,"7",,"14",,"54",,"77",,,"-","0",,,"-",,"-","
, FLORIDA 
(28.915325, -81.922409)",
"MAINE","2019","9","6",,"25",,"95",,"110",,,"-","3",,"6",,"7",,,"-","0",,,"-",,"-","
, MAINE 
(45.252223, -68.986647)",
"INDIANA","2019","9",,"-","320",,"697",,"2030",,,"-","7",,"23",,"36",,,"-","2",,,"-",,"-","
, INDIANA 
(39.76845, -86.156212)",
"NORTH CAROLINA","2019","9",,"-","538",,"1883",,"3903",,,"-","7",,"23",,"46",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.47995, -79.180571)",
"ARKANSAS","2019","9",,"-","164",,"305",,"1186",,"1",,"8",,"9",,"9",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.748745, -92.275105)",
"MINNESOTA","2019","9","5",,"189",,"296",,"1309",,,"-","3",,,"-","3",,,"-","0",,,"-",,"-","
, MINNESOTA 
(46.357661, -94.793397)",
"PENNSYLVANIA","2019","9","214",,"552",,"2476",,"3735",,"4",,"12",,"50",,"53",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.789676, -77.858055)",
"ALABAMA","2019","9",,"-","389",,"1339",,"2092",,"1",,"6",,"21",,"27",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.839182, -86.631125)",
"TENNESSEE","2019","9","81",,"402",,"1421",,"2254",,,"-","9",,"26",,"41",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.681402, -85.774444)",
"NORTHERN MARIANA ISLANDS","2019","9",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"MISSISSIPPI","2019","9","25",,"275",,"1269",,"1644",,"1",,"4",,"14",,"21",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.738663, -89.537312)",
"SOUTH CAROLINA","2019","9",,"-","520",,,"-","3326",,"1",,"6",,"21",,"28",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(34.009286, -81.037094)",
"WYOMING","2019","9","1",,"11",,"52",,"62",,,"-","1",,,"-","1",,,"-","0",,,"-",,"-","
, WYOMING 
(43.23558, -108.110518)",
"OREGON","2019","9","125",,"158",,"986",,"1011",,"1",,"7",,"17",,"21",,,"-","0",,,"-",,"-","
, OREGON 
(44.567912, -120.156945)",
"GUAM","2019","9",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"NEVADA","2019","9",,"-","157",,"24",,"1000",,,"-","5",,"5",,"6",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"MICHIGAN","2019","9","108",,"449",,"2245",,"2442",,,"-","6",,"14",,"43",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.66399, -84.711206)",
"MISSOURI","2019","9","247",,"389",,"2632",,"2546",,"1",,"8",,"28",,"41",,,"-","0",,,"-",,"-","
, MISSOURI 
(38.636168, -92.566292)",
"VIRGINIA","2019","9","298",,"430",,"2263",,"1843",,"4",,"9",,"33",,"21",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.542699, -78.45822)",
"GEORGIA","2019","9","163",,"467",,"1769",,"3825",,"5",,"10",,"41",,"58",,,"-","0",,,"-",,"-","
, GEORGIA 
(32.836038, -83.631709)",
"LOUISIANA","2019","9","79",,"290",,"1512",,"1845",,"2",,"8",,"17",,"24",,,"-","0",,,"-",,"-","
, LOUISIANA 
(31.2931, -92.463284)",
"NORTH DAKOTA","2019","9","1",,"38",,"155",,"199",,,"-","2",,"4",,"2",,,"-","0",,,"-",,"-","
, NORTH DAKOTA 
(47.475879, -100.121011)",
"IDAHO","2019","9",,"-","44",,"162",,"161",,"2",,"3",,"11",,"4",,,"-","0",,,"-",,"-","
, IDAHO 
(43.680635, -114.364237)",
"CALIFORNIA","2019","9","91",,"1783",,"12001",,"13409",,,"-","3",,"3",,"11",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.640735, -121.002435)",
"NEW MEXICO","2019","9","7",,"136",,"656",,"855",,,"-","5",,"12",,"10",,,"-","0",,,"-","1",,"
, NEW MEXICO 
(34.520396, -106.244402)",
"VERMONT","2019","9",,"-","11",,"1",,"11",,"1",,"3",,"2",,"3",,,"-","0",,,"-",,"-","
, VERMONT 
(43.622479, -72.51927)",
"COLORADO","2019","9","186",,"270",,"1499",,"1463",,"4",,"5",,"26",,"26",,,"-","1",,,"-",,"-","
, COLORADO 
(38.841772, -106.132562)",
"ARIZONA","2019","9","52",,"306",,"1921",,"2083",,"6",,"6",,"42",,"37",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.869712, -111.760902)",
"WASHINGTON","2019","9","192",,"230",,"1422",,"1387",,,"-","2",,,"-","3",,,"-","1",,,"-","1",,"
, WASHINGTON 
(47.517368, -120.467672)",
"NEW JERSEY","2019","9","65",,"217",,"1150",,"1407",,,"-","10",,"13",,"39",,,"-","0",,,"-",,"-","
, NEW JERSEY 
(40.104655, -74.386686)",
"WISCONSIN","2019","9","128",,"200",,"1328",,"1187",,,"-","6",,"8",,"16",,,"-","1",,,"-",,"-","
, WISCONSIN 
(44.395526, -89.834513)",
"KENTUCKY","2019","9",,"-","215",,,"-","452",,"4",,"7",,"17",,"25",,,"-","1",,,"-",,"-","
, KENTUCKY 
(37.64591, -84.774043)",
"NEBRASKA","2019","9","20",,"106",,"323",,"491",,"1",,"3",,"6",,"4",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.640503, -99.367122)",
"DELAWARE","2019","9",,"-","79",,"28",,"272",,,"-","3",,"3",,"4",,,"-","0",,,"-",,"-","
, DELAWARE 
(39.008676, -75.574561)",
"OHIO","2019","9","188",,"592",,"3914",,"4011",,"3",,"14",,"60",,"52",,,"-","1",,,"-",,"-","
, OHIO 
(40.056807, -82.405897)",
"ALASKA","2019","9",,"-","58",,,"-","379",,"1",,"2",,"2",,"6",,,"-","0",,,"-",,"-","
, ALASKA 
(64.836661, -147.738891)",
"PUERTO RICO","2019","9",,"-","19",,"39",,"85",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"CONNECTICUT","2019","9",,"U",,"NC",,"U",,"U",,"-","5",,,"-","8",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.544654, -72.651713)",
"MARYLAND","2019","9","12",,"245",,"618",,"1797",,"2",,"8",,"24",,"32",,,"-","0",,,"-",,"-","
, MARYLAND 
(39.290443, -76.612333)",
"DISTRICT OF COLUMBIA","2019","9",,"-","107",,,"-","716",,,"-","3",,"2",,"3",,,"-","0",,,"-",,"-","
, DISTRICT OF COLUMBIA 
(38.892062, -77.019912)",
"SOUTH DAKOTA","2019","9","1",,"50",,"243",,"280",,,"-","2",,"5",,"5",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.35371, -100.373709)",
"WEST VIRGINIA","2019","9",,"-","43",,,"-","175",,,"-","4",,"6",,"11",,,"-","1",,,"-",,"-","
, WEST VIRGINIA 
(38.668501, -80.709421)",
"OKLAHOMA","2019","9","22",,"167",,"837",,"1219",,"2",,"8",,"16",,"14",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.468494, -97.521264)",
"U.S. VIRGIN ISLANDS","2019","9",,"-","4",,,"-","7",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"MONTANA","2019","9","23",,"36",,"210",,"175",,"1",,"2",,"6",,"5",,,"-","1",,,"-",,"-","
, MONTANA 
(47.062617, -109.430168)",
"NEW YORK","2019","9","156",,"419",,"1525",,"1657",,"5",,"16",,"45",,"33",,,"-","1",,,"-",,"-","
, NEW YORK 
(42.826892, -75.544286)",
"MASSACHUSETTS","2019","9",,"-","190",,"698",,"1401",,"1",,"7",,"19",,"27",,,"-","1",,,"-",,"-","
, MASSACHUSETTS 
(42.268546, -72.085064)",
"IOWA","2019","9","11",,"120",,"828",,"749",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, IOWA 
(42.46942, -93.815856)",
"ILLINOIS","2019","9","24",,"585",,"1448",,"4070",,,"-","11",,"26",,"36",,,"-","2",,,"-",,"-","
, ILLINOIS 
(40.477092, -88.993221)",
"HAWAII","2019","9",,"-","67",,,"-","483",,,"-","4",,"7",,"10",,,"-","0",,,"-",,"-","
, HAWAII 
(21.30992, -157.858158)",
"US RESIDENTS","2019","10","2684",,"12329",,"71571",,"105634",,"53",,"180",,"964",,"1252",,,"-","3",,"1",,"4",,,"
, US RESIDENTS "
"NEW ENGLAND","2019","10","50",,"290",,"1002",,"1927",,"3",,"12",,"43",,"59",,,"-","1",,,"-","1",,,"
, NEW ENGLAND "
"MIDDLE ATLANTIC","2019","10","412",,"1638",,"10198",,"11756",,"11",,"27",,"147",,"179",,,"-","1",,,"-",,"-","
, MIDDLE ATLANTIC ",
"NEW YORK CITY","2019","10",,"-","690",,"4228",,"4293",,"4",,"8",,"27",,"39",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"EAST NORTH CENTRAL","2019","10","444",,"1992",,"10555",,"15132",,"7",,"33",,"149",,"208",,,"-","2",,,"-",,"-",,"
, EAST NORTH CENTRAL "
"WEST NORTH CENTRAL","2019","10","297",,"906",,"6073",,"6975",,"3",,"9",,"49",,"65",,,"-","1",,,"-",,"-",,"
, WEST NORTH CENTRAL "
"SOUTH ATLANTIC","2019","10","722",,"2572",,"14033",,"23415",,"14",,"37",,"229",,"312",,,"-","1",,,"-",,"-",,"
, SOUTH ATLANTIC "
"EAST SOUTH CENTRAL","2019","10","18",,"1011",,"4952",,"7156",,"2",,"17",,"86",,"121",,,"-","1",,,"-",,"-",,"
, EAST SOUTH CENTRAL "
"WEST SOUTH CENTRAL","2019","10","63",,"1605",,"2959",,"13753",,"6",,"57",,"107",,"141",,,"-","1",,"1",,,"-",,"
, WEST SOUTH CENTRAL "
"MOUNTAIN","2019","10","250",,"890",,"5537",,"6887",,"6",,"19",,"122",,"112",,,"-","1",,,"-","1",,,"
, MOUNTAIN "
"PACIFIC","2019","10","428",,"2114",,"16262",,"18633",,"1",,"8",,"32",,"55",,,"-","1",,,"-","2",,,"
, PACIFIC "
"US TERRITORIES","2019","10",,"-","19",,"44",,"109",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, US TERRITORIES "
"AMERICAN SAMOA","2019","10",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"NON-US RESIDENTS","2019","10",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"TOTAL","2019","10","2684",,"12343",,"71615",,"105743",,"53",,"180",,"964",,"1252",,,"-","3",,"1",,"4",,,"
, TOTAL "
"IDAHO","2019","10",,"-","44",,"162",,"174",,,"-","3",,"10",,"5",,,"-","0",,,"-",,"-","
, IDAHO 
(43.680635, -114.364237)",
"WISCONSIN","2019","10","103",,"200",,"1491",,"1272",,,"-","6",,"8",,"17",,,"-","1",,,"-",,"-","
, WISCONSIN 
(44.395526, -89.834513)",
"NEVADA","2019","10",,"-","157",,"30",,"1107",,"1",,"5",,"12",,"7",,,"-","0",,,"-",,"-","
, NEVADA 
(39.491833, -117.070159)",
"NORTHERN MARIANA ISLANDS","2019","10",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"ARKANSAS","2019","10",,"-","164",,"330",,"1326",,"3",,"8",,"12",,"14",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.748745, -92.275105)",
"FLORIDA","2019","10","342",,"772",,"5578",,"5665",,"7",,"14",,"61",,"88",,,"-","0",,,"-",,"-","
, FLORIDA 
(28.915325, -81.922409)",
"SOUTH CAROLINA","2019","10",,"-","582",,,"-","3908",,,"-","6",,"21",,"32",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(34.009286, -81.037094)",
"TEXAS","2019","10",,"-","1070",,,"-","9025",,,"-","44",,"59",,"85",,,"-","1",,"1",,,"-","
, TEXAS 
(31.827233, -99.423022)",
"PUERTO RICO","2019","10",,"-","19",,"44",,"100",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"NEW YORK","2019","10","186",,"422",,"1720",,"1831",,"5",,"16",,"50",,"39",,,"-","1",,,"-",,"-","
, NEW YORK 
(42.826892, -75.544286)",
"COLORADO","2019","10","161",,"270",,"1664",,"1618",,"3",,"5",,"29",,"30",,,"-","1",,,"-",,"-","
, COLORADO 
(38.841772, -106.132562)",
"MAINE","2019","10",,"-","25",,"95",,"119",,,"-","3",,"8",,"7",,,"-","0",,,"-",,"-","
, MAINE 
(45.252223, -68.986647)",
"SOUTH DAKOTA","2019","10",,"-","50",,"259",,"305",,,"-","2",,"5",,"5",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.35371, -100.373709)",
"NEW JERSEY","2019","10","63",,"223",,"1562",,"1545",,,"-","10",,"14",,"42",,,"-","0",,,"-",,"-","
, NEW JERSEY 
(40.104655, -74.386686)",
"NEBRASKA","2019","10","24",,"106",,"356",,"527",,"1",,"3",,"7",,"4",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.640503, -99.367122)",
"MASSACHUSETTS","2019","10",,"-","190",,"698",,"1521",,"2",,"7",,"21",,"28",,,"-","1",,,"-",,"-","
, MASSACHUSETTS 
(42.268546, -72.085064)",
"NEW MEXICO","2019","10","16",,"136",,"801",,"942",,,"-","5",,"12",,"10",,,"-","0",,,"-","1",,"
, NEW MEXICO 
(34.520396, -106.244402)",
"DELAWARE","2019","10",,"-","79",,"357",,"298",,,"-","3",,"4",,"5",,,"-","0",,,"-",,"-","
, DELAWARE 
(39.008676, -75.574561)",
"VIRGINIA","2019","10","210",,"430",,"2472",,"2046",,"5",,"11",,"38",,"25",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.542699, -78.45822)",
"NORTH CAROLINA","2019","10",,"-","540",,"2660",,"4315",,,"-","7",,"27",,"48",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.47995, -79.180571)",
"MISSISSIPPI","2019","10",,"-","275",,"1269",,"1783",,"2",,"4",,"18",,"23",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.738663, -89.537312)",
"U.S. VIRGIN ISLANDS","2019","10",,"-","4",,,"-","9",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"HAWAII","2019","10",,"-","67",,,"-","550",,,"-","4",,"7",,"11",,,"-","0",,,"-",,"-","
, HAWAII 
(21.30992, -157.858158)",
"TENNESSEE","2019","10","18",,"402",,"2344",,"2523",,,"-","9",,"26",,"43",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.681402, -85.774444)",
"MONTANA","2019","10","22",,"36",,"242",,"196",,,"-","2",,"6",,"5",,,"-","1",,,"-",,"-","
, MONTANA 
(47.062617, -109.430168)",
"MICHIGAN","2019","10","105",,"449",,"2543",,"2657",,,"-","6",,"17",,"46",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.66399, -84.711206)",
"CONNECTICUT","2019","10",,"U",,"NC",,"U",,"U",,"-","5",,,"-","9",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.544654, -72.651713)",
"ARIZONA","2019","10","50",,"306",,"2150",,"2270",,"2",,"7",,"45",,"41",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.869712, -111.760902)",
"OKLAHOMA","2019","10","27",,"167",,"981",,"1340",,"3",,"8",,"19",,"17",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.468494, -97.521264)",
"NEW HAMPSHIRE","2019","10","3",,"23",,"83",,"115",,,"-","3",,"6",,"11",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.657736, -71.500736)",
"CALIFORNIA","2019","10","196",,"1782",,"13621",,"14944",,,"-","3",,"5",,"12",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.640735, -121.002435)",
