name,county,city,state,zip,phone,website,facebook,twitter,has_email,address
Prairie County Health Department,Prairie,Terry,MT,59349,(406) 635-2020,http://prairiecounty.org/public_health,https://www.facebook.com/Prairie-County-Health-Department-1231273840237034/,,True,"PO Box 202 Terry, MT 59349-0202"
Ravalli County Public Health Department,Ravalli,Hamilton,MT,59840,(406) 375-6672,https://ravalli.us/207/Public-Health,,,True,"205 Bedford ST Ste L Hamilton, MT 59840-2853"
Richland County Health Department,Richland,Sidney,MT,59270,(406) 433-2207,http://www.richland.org,,,True,"1201 W Holly St Ste 1 Sidney, MT 59270-3596"
RiverStone Health,RiverStone,Billings,MT,59101,(406) 651-6474,http://www.riverstonehealth.org/,https://www.facebook.com/RiverStone-Health-118647848146207/,,True,"123 S 27Th St Billings, MT 59101-4227"
Rocky Boy Tribal Health Department,Rocky Boy Tribal,Elder,MT,59521,(406) 395-4486,http://rbclinic.org,,,True,"6850 Upper Box Elder Rd Box Elder, MT 59521"
Roosevelt County Health Department,Roosevelt,Point,MT,59201,(406) 653-6223,https://www.rooseveltcountymt.gov/health-department,https://www.facebook.com/pg/Roosevelt-County-Health-Department-226648664374695/,,True,"124 Custer ST Ste A Wolf Point, MT 59201-1640"
Rosebud County Health Department,Rosebud,Forsyth,MT,59327,(406) 346-2156,http://rosebudcountymt.gov/departments/public-health/,https://www.facebook.com/Rosebud-County-Public-Health-Department-169059696486423/,,True,"PO Box 388 Forsyth, MT 59327-0388"
Sanders County Health Department,Sanders,Falls,MT,59873,(406) 827-6931,https://co.sanders.mt.us/208/Public-Health,,,True,"PO Box 519 Thompson Falls, MT 59873-0519"
Sheridan County Health Department,Sheridan,Plentywood,MT,59254,(406) 765-3410,https://www.healthysheridancountymt.org/,,,True,"100 W Laurel Ave Plentywood, MT 59254-1647"
Stillwater Billings Clinic,Stillwater Billings Clinic,Columbus,MT,59019,(406) 322-1070,https://stillwaterbillingsclinic.com/,,,True,"44 West 4th Ave N Columbus, MT 59019"
Stillwater Community Hospital Public Health,Stillwater Community Hospital,Columbus,MT,59019,(406) 322-1000,https://stillwaterbillingsclinic.com/services/community-health-services/public-health/,,,True,"407 North A Street Columbus, MT 59019"
Sweet Grass County Health Department,Sweet Grass,Timber,MT,59011,(406) 932-5449,https://pmcmt.org/services/public-health,,,True,"PO BOX 509 Big Timber, MT 59011-0509"
Teton County Health Department,Teton,Choteau,MT,59422,(406) 466-2562,https://tetoncomt.org/health-department/,,,True,"905 4Th St Nw Choteau, MT 59422-9123"
Toole County Health Department,Toole,Shelby,MT,59474,(406) 424-5169,https://toolecountymt.gov/health-department/,https://www.facebook.com/healthdepartment.toole,,True,"402 1st ST S Shelby, MT 59474"
Treasure County Health Department,Treasure,Hysham,MT,59038,(406) 671-9102,http://treasurecountyhealth.com/,,,True,"PO Box 201 Hysham, MT 59038-0201"
Valley County Health Department,Valley,Glasgow,MT,59230,(406) 228-6205,https://www.valleycountymt.gov/1245/Health-Department,,,True,"501 Court Sq Box #11 Glasgow, MT 59230-2494"
Wheatland County Local Health Department,Wheatland County Local,Lewistown,MT,59457,(406) 535-3983,,,,True,"311 W Main ST Lewistown, MT 59457"
Wibaux County Health Department,Wibaux,Wibaux,MT,59353,(406) 796-2485,,https://www.facebook.com/wibauxcounty,,True,"PO Box 117 Wibaux, MT 59353-0117"
Central District Health Department,Central,Island,NE,68801,(308) 385-5175 (25),http://cdhd.ne.gov,https://www.facebook.com/cdhd.ne.gov/,,True,"1137 S Locust St Grand Island, NE 68801-6771"
Clay County Health Department,Clay,Center,NE,68933,(402) 762-3571,https://claycounty.ne.gov/webpages/health/health_department.html,,,True,"202 W Fairfield ST Clay Center, NE 68933-1439"
Dakota County Health Department,Dakota,City,NE,68731,(402) 987-2164,http://dakotacountyne.org/,https://www.facebook.com/dakotacountyhealth/,,True,"1601 Broadway Dakota City, NE 68731-5065"
Douglas County Health Department,Douglas,Omaha,NE,68105,(402) 444-7471,http://www.douglascountyhealth.com/,https://www.facebook.com/Douglas-County-Health-Department-390572354389063/,https://twitter.com/HealthDouglasCo,True,"1111 S 41St St Ste 205 Omaha, NE 68105-1828"
East Central District Health Department,East Central,Columbus,NE,68601,(402) 563-9656,https://ecdhd.ne.gov/,,,True,"4321 41st Ave Columbus, NE 68601-2131"
Elkhorn Logan Valley Health Department,Elkhorn Logan Valley,Wisner,NE,68791,(402) 529-2233,https://elvphd.ne.gov,,,True,"PO BOX 779 Wisner, NE 68791-0779"
Four Corners Health Department,Four Corners,York,NE,68467,(402) 362-2621,http://fourcorners.ne.gov,https://www.facebook.com/Four-Corners-Health-Department-133136711318/,,True,"2101 N Lincoln Ave York, NE 68467-1027"
Lincoln-Lancaster County Health Department,Lincoln-Lancaster,Lincoln,NE,68510,(402) 441-8093,http://www.lincoln.ne.gov/health,,,True,"3131 O St Lincoln, NE 68510-1514"
Loup Basin Public Health Department,Loup Basin,Burwell,NE,68823,(308) 346-5795,https://www.lbphd.ne.gov,https://www.facebook.com/loupbasinhealth,,True,"934 I St Burwell, NE 68823-4199"
North Central District Health Department (NCDHD),North Central District Health Department (NCDHD),Neill,NE,68763,(402) 336-2406,http://www.ncdhd.ne.gov,,,True,"PO Box 191 O Neill, NE 68763-0191"
Northeast Nebraska Public Health Department,Northeast Nebraska,Wayne,NE,68787,(402) 375-2200,https://nnphd.socs.net/,,,True,"215 N Pearl St Wayne, NE 68787-1975"
Panhandle Public Health District,Panhandle,Hemingford,NE,69348,(308) 760-2415,http://www.pphd.ne.gov,https://www.facebook.com/panhandlepublichealth/,,True,"PO BOX 337 Hemingford, NE 69348-0337"
Polk County Health Department,Polk,Osceola,NE,68651,(402) 747-2211,https://polkcounty.nebraska.gov/county-offices/health-department,,,True,"PO BOX 316 Osceola, NE 68651-0316"
Public Health Solutions District,Public Health Solutions,Crete,NE,68333,(402) 826-3880,http://www.phsneb.org,https://www.facebook.com/PHSHealthDept/,https://twitter.com/PHSHealthDept,True,"830 E 1st ST Ste 300 Crete, NE 68333-3104"
Red Willow County Health Department,Red Willow,Mccook,NE,69001,(308) 345-1790,http://redwillowhealth.com/,https://www.facebook.com/RWCHD/,,True,"1400 W 5Th St Mccook, NE 69001-2664"
Santee Health and Wellness Center,Santee Health and Wellness,Niobrara,NE,68760,(402) 857-2300,http://www.santeehealthandwellness.com/,,,True,"110 S Visiting Eagle ST Niobrara, NE 68760-7201"
Sarpy/Cass Health Department,Sarpy/Cass,Papillion,NE,68046,(402) 339-4334 (6978),http://sarpycasshealthdepartment.org/,https://www.facebook.com/SarpyCassHealth/,https://twitter.com/SarpyCassHealth,True,"Huntington Plaza, 701 Olson Dr., Suite 101 Papillion, NE 68046"
Scotts Bluff County Health Department,Scotts Bluff,Gering,NE,69341,(308) 436-6636,http://www.scottsbluffcounty.org,,,True,"1825 10Th St Ste 2 Gering, NE 69341-2445"
South Heartland District Health Department,South Heartland,Hastings,NE,68901,(402) 462-6211,https://southheartlandhealth.ne.gov/,,,True,"606 N Minnesota Ave Ste 2 Hastings, NE 68901-5256"
Southeast District Health Department,Southeast,Auburn,NE,68305,(402) 274-3993,http://www.sedhd.org,,,True,"2511 Schneider Ave Auburn, NE 68305-3054"
Southwest Nebraska Public Health Department,Southwest Nebraska,Mccook,NE,69001,(308) 345-4223,http://www.swhealth.ne.gov,https://www.facebook.com/swnphd,,True,"PO BOX 1235 Mccook, NE 69001-1235"
Three Rivers District Public Health Department,Three Rivers,Fremont,NE,68025,(402) 704-2254,http://www.3rphd.org,,,True,"2400 N Lincoln Ave Fremont, NE 68025-2457"
Two Rivers Public Health Department,Two Rivers,Kearney,NE,68845,(888) 669-7154,http://www.trphd.ne.gov,https://www.facebook.com/2RPHD/,https://twitter.com/TRPublicHealth,True,"516 W 11th ST Ste 108b Kearney, NE 68845-7310"
West Central District Health Department,West Central,Platte,NE,69101,(308) 221-6830,http://www.wcdhd.org,,,True,"820 S Maple ST North Platte, NE 69101-5282"
Winnebago Public Health Department,Winnebago,Winnebago,NE,68071,(402) 878-2294 (1252),https://winnebagopublichealth.com/,,,True,"225 Bluff St Winnebago, NE 68071-9703"
Carson City Health and Human Services,Carson,City,NV,89706,(775) 887-2190,https://gethealthycarsoncity.org,https://www.facebook.com/CCHHS?v=wall,https://twitter.com/CCHealthEd,True,"900 E Long St Carson City, NV 89706-3100"
Central Nevada Health District,Central Nevada,Fallon,NV,89406,(775) 867-8181,https://www.centralnevadahd.org,,,True,"485 W B ST Ste 105 Fallon, NV 89406-2765"
Churchill County Health Center,Churchill,Fallon,NV,89406,(775) 867-8181,https://www.churchillcountynv.gov/1042/Health-Services,,,True,"485 W B ST Fallon, NV 89406-2764"
Douglas County Clinic,Douglas County Clinic,Gardnerville,NV,89410,(775) 782-5500,https://communityservices.douglascountynv.gov/social_services/community_health_nurse,,,True,"1329 Waterloo Ln Gardnerville, NV 89410-5385"
Elko County Clinic,Elko County Clinic,Elko,NV,89801,(775) 738-5398,,,,True,"762 14Th St Elko, NV 89801-3413"
Fallon Paiute Shoshone Tribal Health Center,Fallon Paiute Shoshone Tribal,Fallon,NV,89406,(775) 423-3634,https://www.fpst.org/161/Fallon-Tribal-Health-Center,,,True,"565 Rio Vista DR Fallon, NV 89406-6415"
Humboldt County Clinic,Humboldt County Clinic,Winnemucca,NV,89445,(775) 623-0550,,,,True,"50 E Haskell ST Ste B Winnemucca, NV 89445-3576"
Lander County Clinic,Lander County Clinic,Mountain,NV,89820,(775) 635-2386,,,,True,"825 N 2nd ST Battle Mountain, NV 89820-2834"
Las Vegas Paiute Tribe Health and Human Services,Las Vegas Paiute Tribe,Vegas,NV,89106,(702) 382-0784,,,,True,"1257 Paiute Cir Las Vegas, NV 89106-3202"
Lincoln County Clinic,Lincoln County Clinic,Caliente,NV,89008,(775) 726-3123,,,,True,"PO BOX 261 Caliente, NV 89008-0261"
Lyon County Clinic,Lyon County Clinic,Fernley,NV,89408,(775) 575-3363,,,,True,"PO BOX 988 Fernley, NV 89408-0988"
Lyon County/Dayton Clinic,Lyon County/Dayton Clinic,Dayton,NV,89403,(775) 246-6211,,,,True,"5 Pine Cone RD Ste 103 Dayton, NV 89403-6309"
Lyon County/Yerington Clinic,Lyon County/Yerington Clinic,Yerington,NV,89447,(775) 463-6539,,,,True,"26 Nevin Way Yerington, NV 89447-2327"
Mineral County Public Health Nurses Office,Mineral County Public Health Nurses,Hawthorne,NV,89415,(775) 945-3657,http://mineralcountynv.us/departments/health_nurse.php,,,True,"331 1St St Hawthorne, NV 89415-7855"
Northern Nevada Public Health,Northern Nevada,Reno,NV,89512,(775) 328-2400,http://www.washoecounty.us/health,https://www.facebook.com/washoecountyhealthdistrict/,,True,"1001 E. 9th Street Reno, NV 89512"
Nye County Clinic,Nye County Clinic,Pahrump,NV,89048,(775) 751-4278,https://www.nyecounty.net/99/Health-Human-Services,,,True,"1981 E Calvada Blvd North Pahrump, NV 89048"
Nye and Esmeralda Counties Clinic,Nye and Esmeralda Counties Clinic,Tonopah,NV,89049,(775) 482-6659,,,,True,"PO BOX 409 Tonopah, NV 89049-0409"
Pershing County Clinic,Pershing County Clinic,Lovelock,NV,89419,(775) 273-2041,https://www.pershingcountynv.gov/community/community_health_nurse.php,,,True,"PO BOX 1166 Lovelock, NV 89419-1166"
Reno Sparks Tribal Health Center,Reno Sparks Tribal,Reno,NV,89502,(775) 329-5162,https://www.rsic.org/186/Health-Center,,,True,"1715 Kuenzli ST Reno, NV 89502-1117"
Southern Nevada Health District,Southern Nevada,Vegas,NV,89107,(702) 759-1000,http://www.SNHD.info,https://www.facebook.com/SouthernNevadaHealthDistrict/,https://twitter.com/SNHDinfo,True,"280 S Decatur Blvd Las Vegas, NV 89107-2936"
White Pine County Clinic,White Pine County Clinic,Ely,NV,89301,(775) 293-6558,,,,True,"297 Nevada Northern Railway Suite 5 Ely, NV 89301"
Yerington Paiute Tribal Clinic,Yerington Paiute Tribal Clinic,Yerington,NV,89447,(775) 463-3335,https://www.ypt-nsn.org/clinic,,,True,"30 West Loop Road Yerington, NV 89447"
Alexandria Health Department,Alexandria,Alexandria,NH,03222,(603) 744-3220,http://alexandrianh.com/departments/health-officer/,,,True,"47 Washburn RD Alexandria, NH 03222-6639"
Capital Area Public Health Network,Capital Area Public Health Network,Concord,NH,03301,(603) 224-2595,http://www.capitalareaphn.org/,,,True,"125 Airport RD Ste 3 Concord, NH 03301-7300"
Carroll County Coalition for Public Health,Carroll County Coalition for,Ossipee,NH,03864,(603) 301-1252 (307),http://www.c3ph.org/,,,True,"1230 Route 16 Ste 3 Ossipee, NH 03864-7180"
Central New Hampshire Public Health Network,Central New Hampshire Public Health Network,Plymouth,NH,03264,(603) 536-9793,https://www.cnhhp.org/,,,True,"101 Boulder Point DR Ste 1 Plymouth, NH 03264-3170"
Greater Monadnock Public Health Network,Greater Monadnock Public Health Network,Keene,NH,03431,(603) 354-5454 (3030),https://healthymonadnockalliance.org/,,,True,"580 Court ST Keene, NH 03431-1718"
Greater Sullivan County Public Health Network,Greater Sullivan County Public Health Network,Claremont,NH,03743,(603) 306-7660,https://gscphn.org/,,,True,"3 Tremont ST Claremont, NH 03743-2654"
Manchester Health Department,Manchester,Manchester,NH,03101,(603) 624-6466,https://www.manchesternh.gov/Departments/Health,,,True,"1528 Elm St Manchester, NH 03101-1356"
Nashua Division of Public Health and Community Services,Nashua Division of Public Health and Community,Nashua,NH,03060,(603) 589-4500,https://nashuanh.gov/497/Public-Health-Community-Services,,,True,"18 Mulberry St Nashua, NH 03060-3858"
North Country Health Consortium,North Country Health Consortium,Littleton,NH,03561,(603) 259-3700,http://www.nchcnh.org,,,True,"262 Cottage St Ste 230 Littleton, NH 03561-4143"
Partnership for Public Health (Winnipesaukee),Partnership for Public Health (Winnipesaukee),Laconia,NH,03246,(603) 528-2145 (5852),https://www.pphnh.org/,,,True,"11 Academy SQ Laconia, NH 03246-3731"
Portsmouth Health Department,Portsmouth,Portsmouth,NH,03801,(603) 610-7273,https://www.cityofportsmouth.com/health,,,True,"1 Junkins Ave Portsmouth, NH 03801-4561"
Seacoast Public Health Network,Seacoast Public Health Network,Raymond,NH,03077,(603) 244-7312,https://www.seacoastphn.org/,,,True,"128 Route 27 Raymond, NH 03077-1220"
South Central New Hampshire Public Health Network,South Central New Hampshire Public Health Network,Concord,NH,03301,(603) 425-2545,http://southcentralphn.org/,,,True,"125 Airport RD Unit 3 Concord, NH 03301-7300"
Strafford County Public Health Network,Strafford County Public Health Network,Somersworth,NH,03878,(603) 749-2346 (2579),http://www.scphn.org/,,,True,"311 Route 108 Somersworth, NH 03878-1522"
Sullivan Health Department,Sullivan,Sullivan,NH,03445,(603) 847-3316,https://www.sullivanhealth.org/,,,True,"PO BOX 110 Sullivan, NH 03445-0110"
The Public Health Council of the Upper Valley (PHC),The Public Health Council of the Upper Valley (PHC),Lebanon,NH,03766,(603) 523-7100,https://uvpublichealth.org/,,,True,"One Court Street, #378 Lebanon, NH 03766"
Atlantic City Public Health,Atlantic,City,NJ,08401,(609) 347-5671,https://www.acnj.gov/Departments/health-and-human-services,,,True,"1301 Bacharach Blvd Ste 409 Atlantic City, NJ 08401-4601"
Atlantic County Division of Public Health,Atlantic,Northfield,NJ,08225,(609) 645-5935,https://www.atlanticcountynj.gov/government/county-departments/department-of-human-services/division-of-public-health,,,True,"201 South Shore Rd Northfield, NJ 08225-2319"
Bayonne Health Department,Bayonne,Bayonne,NJ,07002,(201) 858-6100,https://www.bayonnenj.org/Departments/health-division,https://www.facebook.com/bayonnecity,https://twitter.com/CityofBayonne,True,"630 Avenue C RM 11 Bayonne, NJ 07002-3878"
Bergen County Department of Health Services,Bergen,Hackensack,NJ,07601,(201) 634-2600,https://bergencountynj.gov/bergen-county-department-of-health-services/,,,True,"1 Bergen County Plz Fl Fourth Hackensack, NJ 07601-7075"
Bernards Township Health Department,Bernards Township,Ridge,NJ,07920,(908) 204-3070,https://www.bernardshealth.org/,,,True,"262 S Finley Ave Basking Ridge, NJ 07920-1430"
Bloomfield Department of Health and Human Services,Bloomfield,Bloomfield,NJ,07003,(973) 680-4024,https://www.bloomfieldtwpnj.com/158/Health-Department-Human-Services,,,True,"1 Municipal Plz RM 111 Bloomfield, NJ 07003-3470"
Bloomfield Health Department,Bloomfield,Bloomfield,NJ,07003,(973) 680-4024,http://www.bloomfieldtwpnj.com/158/Health-Department-Human-Services,,,True,"1 Municipal Plz Rm 111 Bloomfield, NJ 07003-3470"
"Borough of Elmwood Park, Health Department & Registrar's Office","Borough of Elmwood Park, Health Department & Registrar's",Park,NJ,07407,(201) 796-1457 (8809),https://elmwoodparknj.us/health-department,,,True,"182 Market St Ste 1 Elmwood Park, NJ 07407-1497"
Borough of Roselle,Borough of Roselle,Roselle,NJ,07203,(908) 634-4550,http://www.boroughofroselle.com,https://www.facebook.com/pg/OfficialRoselleNJ,,True,"210 Chestnut St Roselle, NJ 07203-1218"
Branchburg Township Health Department,Branchburg Township,Branchburg,NJ,08876,(908) 526-1300 (813),https://branchburg.nj.us/departments/health_department.php,,,True,"1077 US Highway Branchburg, NJ 08876-3708"
